GEOID,GEOID_10,state_code,state_abbr,state_name,county_code,county_name,cousub_code,cousub_name,cousub_name_2010,2010_density,2010_diversity_index,2010_pop,2010_pop_hisp,2010_pop_white_non_hisp,2010_pop_black_non_hisp,2010_pop_aian_non_hisp,2010_pop_asian_non_hisp,2010_pop_nhpi_non_hisp,2010_pop_other_non_hisp,2010_pop_two_plus_non_hisp,2010_vap,2010_vap_hisp,2010_vap_white_non_hisp,2010_vap_black_non_hisp,2010_vap_aian_non_hisp,2010_vap_asian_non_hisp,2010_vap_nhpi_non_hisp,2010_vap_other_non_hisp,2010_vap_two_plus_non_hisp,2010_u18,2010_u18_hisp,2010_u18_white_non_hisp,2010_u18_black_non_hisp,2010_u18_aian_non_hisp,2010_u18_asian_non_hisp,2010_u18_nhpi_non_hisp,2010_u18_other_non_hisp,2010_u18_two_plus_non_hisp,2010_gq,2010_gq_inst,2010_gq_inst_correctional,2010_gq_inst_juvenile,2010_gq_inst_nurse,2010_gq_inst_other,2010_gq_noninst,2010_gq_noninst_college,2010_gq_noninst_military,2010_gq_noninst_other,2010_prop_gq_inst_correctional_of_pop,2010_hu,2010_hu_occupied,2010_hu_vacant,2010_vacancy_rate,2010_land_area_sqmeters,2010_land_area_sqmi,2010_water_area_sqmeters,2020_density,2020_diversity_index,2020_pop,2020_pop_hisp,2020_pop_white_non_hisp,2020_pop_black_non_hisp,2020_pop_aian_non_hisp,2020_pop_asian_non_hisp,2020_pop_nhpi_non_hisp,2020_pop_other_non_hisp,2020_pop_two_plus_non_hisp,2020_vap,2020_vap_hisp,2020_vap_white_non_hisp,2020_vap_black_non_hisp,2020_vap_aian_non_hisp,2020_vap_asian_non_hisp,2020_vap_nhpi_non_hisp,2020_vap_other_non_hisp,2020_vap_two_plus_non_hisp,2020_u18,2020_u18_hisp,2020_u18_white_non_hisp,2020_u18_black_non_hisp,2020_u18_aian_non_hisp,2020_u18_asian_non_hisp,2020_u18_nhpi_non_hisp,2020_u18_other_non_hisp,2020_u18_two_plus_non_hisp,2020_gq,2020_gq_inst,2020_gq_inst_correctional,2020_gq_inst_juvenile,2020_gq_inst_nurse,2020_gq_inst_other,2020_gq_noninst,2020_gq_noninst_college,2020_gq_noninst_military,2020_gq_noninst_other,2020_prop_gq_inst_correctional_of_pop,2020_hu,2020_hu_occupied,2020_hu_vacant,2020_vacancy_rate,2020_land_area_sqmeters,2020_land_area_sqmi,2020_water_area_sqmeters,raw_change_density,raw_change_diversity_index,raw_change_pop,raw_change_pop_hisp,raw_change_pop_white_non_hisp,raw_change_pop_black_non_hisp,raw_change_pop_aian_non_hisp,raw_change_pop_asian_non_hisp,raw_change_pop_nhpi_non_hisp,raw_change_pop_other_non_hisp,raw_change_pop_two_plus_non_hisp,raw_change_vap,raw_change_vap_hisp,raw_change_vap_white_non_hisp,raw_change_vap_black_non_hisp,raw_change_vap_aian_non_hisp,raw_change_vap_asian_non_hisp,raw_change_vap_nhpi_non_hisp,raw_change_vap_other_non_hisp,raw_change_vap_two_plus_non_hisp,raw_change_u18,raw_change_u18_hisp,raw_change_u18_white_non_hisp,raw_change_u18_black_non_hisp,raw_change_u18_aian_non_hisp,raw_change_u18_asian_non_hisp,raw_change_u18_nhpi_non_hisp,raw_change_u18_other_non_hisp,raw_change_u18_two_plus_non_hisp,raw_change_gq,raw_change_gq_inst,raw_change_gq_inst_correctional,raw_change_gq_inst_juvenile,raw_change_gq_inst_nurse,raw_change_gq_inst_other,raw_change_gq_noninst,raw_change_gq_noninst_college,raw_change_gq_noninst_military,raw_change_gq_noninst_other,raw_change_prop_gq_inst_correctional_of_pop,raw_change_hu,raw_change_hu_occupied,raw_change_hu_vacant,raw_change_vacancy_rate,raw_change_land_area_meters,raw_change_land_area_sqmi,raw_change_water_area_meters,prop_change_density,prop_change_pop,prop_change_pop_hisp,prop_change_pop_white_non_hisp,prop_change_pop_black_non_hisp,prop_change_pop_aian_non_hisp,prop_change_pop_asian_non_hisp,prop_change_pop_nhpi_non_hisp,prop_change_pop_other_non_hisp,prop_change_pop_two_plus_non_hisp,prop_change_vap,prop_change_vap_hisp,prop_change_vap_white_non_hisp,prop_change_vap_black_non_hisp,prop_change_vap_aian_non_hisp,prop_change_vap_asian_non_hisp,prop_change_vap_nhpi_non_hisp,prop_change_vap_other_non_hisp,prop_change_vap_two_plus_non_hisp,prop_change_u18,prop_change_u18_hisp,prop_change_u18_white_non_hisp,prop_change_u18_black_non_hisp,prop_change_u18_aian_non_hisp,prop_change_u18_asian_non_hisp,prop_change_u18_nhpi_non_hisp,prop_change_u18_other_non_hisp,prop_change_u18_two_plus_non_hisp,prop_change_gq,prop_change_gq_inst,prop_change_gq_inst_correctional,prop_change_gq_inst_juvenile,prop_change_gq_inst_nurse,prop_change_gq_inst_other,prop_change_gq_noninst,prop_change_gq_noninst_college,prop_change_gq_noninst_military,prop_change_gq_noninst_other,prop_change_hu,prop_change_hu_occupied,prop_change_hu_vacant,prop_change_land_area_sqmi,flag_prop_change_land_area
0600000US3403156550,3403156550,34,NJ,New Jersey,031,Passaic County,56550,Passaic city,Passaic city,22179.585898977148,46,69781,49557,11241,5221,57,2924,3,198,580,47805,33335,7421,4005,32,2460,3,119,430,21976,16222,3820,1216,25,464,0,79,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20432,19411,1021,5,8148572,3.1461813722689063,252809,22514.61540611593,44,70537,51584,10818,4005,111,2599,8,672,740,49265,36039,6863,3238,79,2209,7,331,499,21272,15545,3955,767,32,390,1,341,241,557,245,15,1,229,0,312,0,0,312,0.02,21513,20595,918,4.27,8114284,3.132942700892823,279801,335.0295071387809,-2,756,2027,-423,-1216,54,-325,5,474,160,1460,2704,-558,-767,47,-251,4,212,69,-704,-677,135,-449,7,-74,1,262,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,1184,-103,-0.7300000000000004,-34288,-0.013238671376083477,26992,1.51,1.08,4.09,-3.76,-23.29,94.74,-11.11,166.67,239.39,27.59,3.05,8.11,-7.52,-19.15,146.88,-10.2,133.33,178.15,16.05,-3.2,-4.17,3.53,-36.92,28,-15.95,Inf,331.65,60.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29,6.1,-10.09,-0.42,0
0600000US3403157000,3403157000,34,NJ,New Jersey,031,Passaic County,57000,Paterson city,Paterson city,17346.262161082894,58,146199,84254,13426,41431,217,4663,21,437,1750,105375,59443,10861,30442,147,3110,17,245,1110,40824,24811,2565,10989,70,1553,4,192,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47946,44329,3617,7.54,21829121,8.42827109623674,714857,18985.858457352515,56,159732,98863,12523,36667,186,7991,17,1260,2225,118285,72337,9733,28246,115,5622,11,661,1560,41447,26526,2790,8421,71,2369,6,599,665,1884,577,333,38,206,0,1307,48,0,1259,0.21,52885,50326,2559,4.84,21790111,8.413209250390349,762703,1639.5962962696212,-2,13533,14609,-903,-4764,-31,3328,-4,823,475,12910,12894,-1128,-2196,-32,2512,-6,416,450,623,1715,225,-2568,1,816,2,407,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4939,5997,-1058,-2.7,-39010,-0.015061845846391364,47846,9.45,9.26,17.34,-6.73,-11.5,-14.29,71.37,-19.05,188.33,27.14,12.25,21.69,-10.39,-7.21,-21.77,80.77,-35.29,169.8,40.54,1.53,6.91,8.77,-23.37,1.43,52.54,50,211.98,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,13.53,-29.25,-0.18,0
0600000US3403160090,3403160090,34,NJ,New Jersey,031,Passaic County,60090,Pompton Lakes borough,Pompton Lakes borough,3809.1491417150855,32,11097,1209,9019,127,6,595,0,28,113,8639,824,7199,88,5,448,0,20,55,2458,385,1820,39,1,147,0,8,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4341,4190,151,3.48,7545280,2.913249018914373,721295,3854.540070901354,47,11127,2174,7784,170,9,594,1,62,333,8877,1487,6539,136,5,480,1,34,195,2250,687,1245,34,4,114,0,28,138,33,0,0,0,0,0,33,0,0,33,NA,4349,4200,149,3.43,7476585,2.8867257300033824,709315,45.390929186268295,15,30,965,-1235,43,3,-1,1,34,220,238,663,-660,48,0,32,1,14,140,-208,302,-575,-5,3,-33,0,20,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,-2,-0.04999999999999982,-68695,-0.02652328891099076,-11980,1.19,0.27,79.82,-13.69,33.86,50,-0.17,Inf,121.43,194.69,2.75,80.46,-9.17,54.55,0,7.14,Inf,70,254.55,-8.46,78.44,-31.59,-12.82,300,-22.45,NA,250,137.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.24,-1.32,-0.91,0
0600000US3403161170,3403161170,34,NJ,New Jersey,031,Passaic County,61170,Prospect Park borough,Prospect Park borough,12347.190777249074,63,5865,3055,1479,1016,13,176,2,17,107,4197,2064,1229,695,10,123,1,5,70,1668,991,250,321,3,53,1,12,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,1797,134,6.94,1230262,0.47500683400849736,7576,13695.781935088742,59,6372,3752,1153,1023,7,294,0,52,91,4690,2725,935,734,2,220,0,18,56,1682,1027,218,289,5,74,0,34,35,10,0,0,0,0,0,10,0,0,10,NA,2017,1932,85,4.21,1204999,0.4652527347617055,13446,1348.591157839668,-4,507,697,-326,7,-6,118,-2,35,-16,493,661,-294,39,-8,97,-1,13,-14,14,36,-32,-32,2,21,-1,22,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,135,-49,-2.7300000000000004,-25263,-0.00975409924679188,5870,10.92,8.64,22.82,-22.04,0.69,-46.15,67.05,-100,205.88,-14.95,11.75,32.03,-23.92,5.61,-80,78.86,-100,260,-20,0.84,3.63,-12.8,-9.97,66.67,39.62,-100,183.33,-5.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,7.51,-36.57,-2.05,0
0600000US3403163150,3403163150,34,NJ,New Jersey,031,Passaic County,63150,Ringwood borough,Ringwood borough,485.03457418019406,22,12228,707,10800,148,132,209,1,37,194,9203,465,8236,112,95,148,1,25,121,3025,242,2564,36,37,61,0,12,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4331,4182,149,3.44,65295084,25.210573948605166,7670676,458.60678278525234,31,11735,1084,9700,167,109,196,1,47,431,9356,754,7912,127,98,158,0,33,274,2379,330,1788,40,11,38,1,14,157,58,12,0,12,0,0,46,0,0,46,NA,4364,4180,184,4.22,66273571,25.588369907505363,7524063,-26.42779139494172,9,-493,377,-1100,19,-23,-13,0,10,237,153,289,-324,15,3,10,-1,8,153,-646,88,-776,4,-26,-23,1,2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,-2,35,0.7799999999999998,978487,0.37779595890019735,-146613,-5.45,-4.03,53.32,-10.19,12.84,-17.42,-6.22,0,27.03,122.16,1.66,62.15,-3.93,13.39,3.16,6.76,-100,32,126.45,-21.36,36.36,-30.27,11.11,-70.27,-37.7,Inf,16.67,115.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,-0.05,23.49,1.5,0
0600000US3403173140,3403173140,34,NJ,New Jersey,031,Passaic County,73140,Totowa borough,Totowa borough,2704.897577038004,39,10804,1550,8249,220,4,639,0,19,123,8631,1071,6829,171,3,472,0,15,70,2173,479,1420,49,1,167,0,4,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918,3783,135,3.45,10345024,3.994236266731738,183463,2766.09647559434,51,11065,2408,7297,247,0,838,1,48,226,9016,1802,6176,187,0,664,1,34,152,2049,606,1121,60,0,174,0,14,74,95,84,0,0,84,0,11,0,0,11,NA,4026,3899,127,3.15,10360527,4.00022200875062,198085,61.19889855633619,12,261,858,-952,27,-4,199,1,29,103,385,731,-653,16,-3,192,1,19,82,-124,127,-299,11,-1,7,0,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,116,-8,-0.30000000000000027,15503,0.005985742018881801,14622,2.26,2.42,55.35,-11.54,12.27,-100,31.14,Inf,152.63,83.74,4.46,68.25,-9.56,9.36,-100,40.68,Inf,126.67,117.14,-5.71,26.51,-21.06,22.45,-100,4.19,NA,250,39.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,3.07,-5.93,0.15,0
0600000US3403176730,3403176730,34,NJ,New Jersey,031,Passaic County,76730,Wanaque borough,Wanaque borough,1391.2377122980045,33,11116,1075,9014,305,33,508,1,13,167,8822,710,7354,229,26,392,1,13,97,2294,365,1660,76,7,116,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184,4018,166,3.97,20694024,7.990007675711238,3270663,1403.1226590981735,43,11317,1659,8371,305,27,543,0,62,350,9399,1180,7243,236,26,455,0,38,221,1918,479,1128,69,1,88,0,24,129,305,265,0,4,261,0,40,0,0,40,NA,4597,4392,205,4.46,20889759,8.065581384933058,3263793,11.884946800169018,10,201,584,-643,0,-6,35,-1,49,183,577,470,-111,7,0,63,-1,25,124,-376,114,-532,-7,-6,-28,0,24,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,374,39,0.48999999999999977,195735,0.07557370922181939,-6870,0.85,1.81,54.33,-7.13,0,-18.18,6.89,-100,376.92,109.58,6.54,66.2,-1.51,3.06,0,16.07,-100,192.31,127.84,-16.39,31.23,-32.05,-9.21,-85.71,-24.14,NA,Inf,84.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87,9.31,23.49,0.95,0
0600000US3403177840,3403177840,34,NJ,New Jersey,031,Passaic County,77840,Wayne township,Wayne township,2305.997779956588,34,54717,4335,44030,1124,34,4441,9,103,641,42683,3138,34812,978,23,3291,5,68,368,12034,1197,9218,146,11,1150,4,35,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19768,19127,641,3.24,61455555,23.728123450765022,3746198,2311.703769777812,44,54838,6439,39997,1639,26,5167,0,218,1352,44041,4637,32946,1450,17,4038,0,143,810,10797,1802,7051,189,9,1129,0,75,542,2478,1009,0,6,1003,0,1469,1414,0,55,NA,19808,19165,643,3.25,61439430,23.721897553193298,3673676,5.7059898212237385,10,121,2104,-4033,515,-8,726,-9,115,711,1358,1499,-1866,472,-6,747,-5,75,442,-1237,605,-2167,43,-2,-21,-4,40,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,2,0.009999999999999787,-16125,-0.006225897571724204,-72522,0.25,0.22,48.54,-9.16,45.82,-23.53,16.35,-100,111.65,110.92,3.18,47.77,-5.36,48.26,-26.09,22.7,-100,110.29,120.11,-10.28,50.54,-23.51,29.45,-18.18,-1.83,-100,114.29,98.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.31,-0.03,0
0600000US3403179460,3403179460,34,NJ,New Jersey,031,Passaic County,79460,West Milford township,West Milford township,344.2514133583207,19,25850,1512,23232,327,104,319,2,24,330,20052,1009,18271,248,89,247,2,15,171,5798,503,4961,79,15,72,0,9,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10419,9625,794,7.62,194483413,75.09046875892861,13534219,327.4244741716982,28,24862,2259,20895,320,73,378,4,100,833,20354,1524,17540,246,67,320,4,88,565,4508,735,3355,74,6,58,0,12,268,336,204,0,0,204,0,132,0,0,132,NA,10570,9638,932,8.82,196663007,75.93201474292545,13276332,-16.826939186622496,9,-988,747,-2337,-7,-31,59,2,76,503,302,515,-731,-2,-22,73,2,73,394,-1290,232,-1606,-5,-9,-14,0,3,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,13,138,1.2000000000000002,2179594,0.8415459839968378,-257887,-4.89,-3.82,49.4,-10.06,-2.14,-29.81,18.5,100,316.67,152.42,1.51,51.04,-4,-0.81,-24.72,29.55,100,486.67,230.41,-22.25,46.12,-32.37,-6.33,-60,-19.44,NA,33.33,68.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,0.14,17.38,1.12,0
0600000US3403182423,3403182423,34,NJ,New Jersey,031,Passaic County,82423,Woodland Park borough,Woodland Park borough,3987.9306022672436,47,11819,2442,8233,398,9,494,2,54,187,9490,1698,6920,330,6,381,2,29,124,2329,744,1313,68,3,113,0,25,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4835,4632,203,4.2,7675928,2.963692495872568,391593,4587.9488979550015,56,13484,3816,8075,525,8,687,1,53,319,10959,2738,6962,443,2,563,1,40,210,2525,1078,1113,82,6,124,0,13,109,9,0,0,0,0,0,9,0,0,9,NA,5495,5252,243,4.42,7611985,2.939003964497133,360504,600.0182956877579,9,1665,1374,-158,127,-1,193,-1,-1,132,1469,1040,42,113,-4,182,-1,11,86,196,334,-200,14,3,11,0,-12,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,620,40,0.21999999999999975,-63943,-0.02468853137543503,-31089,15.05,14.09,56.27,-1.92,31.91,-11.11,39.07,-50,-1.85,70.59,15.48,61.25,0.61,34.24,-66.67,47.77,-50,37.93,69.35,8.42,44.89,-15.23,20.59,100,9.73,NA,-48,73.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,13.39,19.7,-0.83,0
0600000US3403300880,3403300880,34,NJ,New Jersey,033,Salem County,00880,Alloway township,Alloway township,103.79702955046703,18,3467,68,3129,175,10,27,0,8,50,2557,38,2343,115,10,18,0,3,30,910,30,786,60,0,9,0,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1268,1193,75,5.91,86510071,33.40172657170612,1119953,98.06701003586734,21,3283,64,2920,102,21,25,5,16,130,2590,46,2337,82,16,14,0,7,88,693,18,583,20,5,11,5,9,42,17,17,0,17,0,0,0,0,0,0,NA,1345,1225,120,8.92,86705311,33.477109160351326,1130633,-5.7300195145996895,3,-184,-4,-209,-73,11,-2,5,8,80,33,8,-6,-33,6,-4,0,4,58,-217,-12,-203,-40,5,2,5,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,32,45,3.01,195240,0.07538258864520486,10680,-5.52,-5.31,-5.88,-6.68,-41.71,110,-7.41,Inf,100,160,1.29,21.05,-0.26,-28.7,60,-22.22,NA,133.33,193.33,-23.85,-40,-25.83,-66.67,Inf,22.22,Inf,80,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.07,2.68,60,0.23,0
0600000US3403310610,3403310610,34,NJ,New Jersey,033,Salem County,10610,Carneys Point township,Carneys Point township,477.2843714447182,47,8049,900,5626,1309,13,65,0,5,131,6432,553,4701,1046,13,50,0,4,65,1617,347,925,263,0,15,0,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3502,3264,238,6.8,43677972,16.864159988386046,2265768,510.70673947085385,61,8637,1517,4870,1743,19,117,0,27,344,6825,947,4158,1372,17,94,0,20,217,1812,570,712,371,2,23,0,7,127,288,286,0,0,286,0,2,0,0,2,NA,3708,3387,321,8.66,43801510,16.911858278880057,2245593,33.42236802613564,14,588,617,-756,434,6,52,0,22,213,393,394,-543,326,4,44,0,16,152,195,223,-213,108,2,8,0,6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,123,83,1.8600000000000003,123538,0.04769829049401153,-20175,7,7.31,68.56,-13.44,33.16,46.15,80,NA,440,162.6,6.11,71.25,-11.55,31.17,30.77,88,NA,400,233.85,12.06,64.27,-23.03,41.06,Inf,53.33,NA,600,92.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,3.77,34.87,0.28,0
0600000US3403321240,3403321240,34,NJ,New Jersey,033,Salem County,21240,Elmer borough,Elmer borough,1612.293326693227,15,1395,44,1288,30,8,11,0,0,14,1077,33,995,25,7,9,0,0,8,318,11,293,5,1,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,536,41,7.11,2240928,0.865227174797721,31769,1507.231040878301,24,1347,64,1172,29,4,7,1,6,64,1037,38,918,20,4,7,1,3,46,310,26,254,9,0,0,0,3,18,21,0,0,0,0,0,21,0,0,21,NA,574,508,66,11.5,2314651,0.8936917854445657,51777,-105.0622858149261,9,-48,20,-116,-1,-4,-4,1,6,50,-40,5,-77,-5,-3,-2,1,3,38,-8,15,-39,4,-1,-2,0,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-28,25,4.39,73723,0.02846461064684469,20008,-6.52,-3.44,45.45,-9.01,-3.33,-50,-36.36,Inf,Inf,357.14,-3.71,15.15,-7.74,-20,-42.86,-22.22,Inf,Inf,475,-2.52,136.36,-13.31,80,-100,-100,NA,Inf,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,-5.22,60.98,3.29,0
0600000US3403321330,3403321330,34,NJ,New Jersey,033,Salem County,21330,Elsinboro township,Elsinboro township,86.93421996341297,14,1036,23,957,35,1,4,1,0,15,850,11,801,28,1,4,1,0,4,186,12,156,7,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,455,69,13.17,30865033,11.917056372461957,3646221,83.89737548102816,24,1001,53,867,33,7,5,2,1,33,834,27,744,28,7,4,2,1,21,167,26,123,5,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,NA,556,461,95,17.09,30901777,11.931243310779818,3656526,-3.036844482384808,10,-35,30,-90,-2,6,1,1,1,18,-16,16,-57,0,6,0,1,1,17,-19,14,-33,-2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,6,26,3.92,36744,0.01418693831786122,10305,-3.49,-3.38,130.43,-9.4,-5.71,600,25,100,Inf,120,-1.88,145.45,-7.12,0,600,0,100,Inf,425,-10.22,116.67,-21.15,-28.57,NA,Inf,NA,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,1.32,37.68,0.12,0
0600000US3403341640,3403341640,34,NJ,New Jersey,033,Salem County,41640,Lower Alloways Creek township,Lower Alloways Creek township,39.13298294825911,8,1770,27,1697,23,5,3,0,0,15,1384,14,1336,19,3,1,0,0,11,386,13,361,4,2,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,679,48,6.6,117146162,45.230387940021345,70512767,37.89529253689453,14,1717,53,1586,9,6,6,0,4,53,1386,23,1304,9,6,6,0,4,34,331,30,282,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,NA,781,695,86,11.01,117349916,45.30905780258441,70494274,-1.2376904113645821,6,-53,26,-111,-14,1,3,0,4,38,2,9,-32,-10,3,5,0,4,23,-55,17,-79,-4,-2,-2,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,16,38,4.41,203754,0.07866986256306774,-18493,-3.16,-2.99,96.3,-6.54,-60.87,20,100,NA,Inf,253.33,0.14,64.29,-2.4,-52.63,100,500,NA,Inf,209.09,-14.25,130.77,-21.88,-100,-100,-100,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43,2.36,79.17,0.17,0
0600000US3403343200,3403343200,34,NJ,New Jersey,033,Salem County,43200,Mannington township,Mannington township,53.583516086487485,47,1806,148,1249,378,5,8,0,0,18,1475,112,1005,337,4,8,0,0,9,331,36,244,41,1,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,540,52,8.78,87293979,33.70439515549879,10413708,43.53227104565871,46,1475,148,1056,184,5,5,0,18,59,1200,108,859,169,4,5,0,14,41,275,40,197,15,1,0,0,4,18,203,158,88,0,70,0,45,0,0,45,5.97,558,509,49,8.78,87756329,33.882909496105775,10414613,-10.051245040828775,-1,-331,0,-193,-194,0,-3,0,18,41,-275,-4,-146,-168,0,-3,0,14,32,-56,4,-47,-26,0,0,0,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34,-31,-3,0,462350,0.1785143406069878,905,-18.76,-18.33,0,-15.45,-51.32,0,-37.5,NA,Inf,227.78,-18.64,-3.57,-14.53,-49.85,0,-37.5,NA,Inf,355.56,-16.92,11.11,-19.26,-63.41,0,NA,NA,Inf,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.74,-5.74,-5.77,0.53,0
0600000US3403354810,3403354810,34,NJ,New Jersey,033,Salem County,54810,Oldmans township,Oldmans township,91.13525948465463,30,1773,124,1475,136,3,16,0,2,17,1363,87,1143,116,3,7,0,1,6,410,37,332,20,0,9,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,652,47,6.72,50387180,19.454599789651535,2398657,97.89678521291586,34,1910,118,1532,132,4,9,0,8,107,1475,73,1220,107,3,9,0,6,57,435,45,312,25,1,0,0,2,50,9,0,0,0,0,0,9,0,0,9,NA,766,706,60,7.83,50531558,19.510344449472353,3052966,6.761525728261233,4,137,-6,57,-4,1,-7,0,6,90,112,-14,77,-9,0,2,0,5,51,25,8,-20,5,1,-9,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,54,13,1.1100000000000003,144378,0.05574465982081733,654309,7.42,7.73,-4.84,3.86,-2.94,33.33,-43.75,NA,300,529.41,8.22,-16.09,6.74,-7.76,0,28.57,NA,500,850,6.1,21.62,-6.02,25,Inf,-100,NA,100,354.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,8.28,27.66,0.29,0
0600000US3403357750,3403357750,34,NJ,New Jersey,033,Salem County,57750,Penns Grove borough,Penns Grove borough,5655.969755443544,69,5147,1455,1570,1915,18,24,0,6,159,3486,886,1266,1240,11,20,0,2,61,1661,569,304,675,7,4,0,4,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1801,203,10.13,2356920,0.9100119382792508,4154,5418.7552363222385,68,4837,1693,1060,1860,8,11,0,30,175,3289,1036,885,1232,7,4,0,20,105,1548,657,175,628,1,7,0,10,70,6,0,0,0,0,0,6,0,0,6,NA,2010,1684,326,16.22,2311928,0.8926404292220659,0,-237.21451912130578,-1,-310,238,-510,-55,-10,-13,0,24,16,-197,150,-381,-8,-4,-16,0,18,44,-113,88,-129,-47,-6,3,0,6,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-117,123,6.089999999999998,-44992,-0.017371509057184875,-4154,-4.19,-6.02,16.36,-32.48,-2.87,-55.56,-54.17,NA,400,10.06,-5.65,16.93,-30.09,-0.65,-36.36,-80,NA,900,72.13,-6.8,15.47,-42.43,-6.96,-85.71,75,NA,150,-28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,-6.5,60.59,-1.91,0
